texto_review,sentimento_real,sentimento_previsto
"recebi a entrega antes do prazo, produto de ótima qualidade, veio com instruções de cuidados e bilhete atencioso do vendedor.",1,1
"Muito bom, o prazo foi atendido conforme enviado na compra.",1,1
Não recebi a mercadoria correta.Comprei 2(duas ) UNIDADES e SÓ CHEGOU 1(uma) unidade.,0,0
o produto chegou incompleto comprei tres colchas e so chegou uma,0,0
Até hj nao recebi o produto. ..a loja também nao entrou em contato. ,0,0
"Quem compra pela internet quer receber o produto
em casa,e não ir entregar produtos via correios
quando o mesmo vem errado.",0,0
"Nao fui informada da tentativa de entrega, meu produto retornou ao remetente e a lannister.com não tinha noção do acontecido. Busquei informações nos correios!!!",0,0
"Meu produto chegou no prazo certo, e eu adorei, estou muito satisfeita.",1,1
lindooo,1,1
"Foi aberto chamado no site ontem dia 22/11, pois o produto recebido é diferente da foto do anuncio. ",0,0
"Muito Bom, Recomendo!",1,1
"NAO QUERO FICAR COM O PRODUTO, QUERO DEVOLVER, NAO ABRIR . ACHEI QUE ERA PANELAS GRANDE MAIS E PEQUENA PARECEM DE BRINQUEDO PELO TAMANHO DA CAIXA.
PRECISO ENVIAR PELO CORREIO, MIM PASSA OS PASSO ",0,0
Comprei 2 puffs e um chromebook. A entrega foi incompleta. Os puffs nao foram entregues. Tento telefonar para reclamar e nenhum dos telefones consigo falar com um atendente. Lastimável.,0,0
"Comprei um produto,me mandaram um outro produto que não tem nada a ver com o qual foi pago.",0,0
"Eu gostaria de saber quando irei receber o produto. A informação que tenho, através do site dos Correios, pelo rastreio, é que o produto foi atingido por um INCÊNDIO no posto em FORTALEZA-CE. ",0,0
"Delicadinho, muito lindinho",1,1
Excelente ,1,1
produto excelente qualidade...,1,1
"Não gostei. Muito fina. Não é cara, mas por esse preço compro uma melhor.",0,1
 Produto de otima qualidade e muito bonita. Parabens. Chegou um mes antes do prazo.,1,1
Produto conforme anuncio no site do stark.,1,1
eu recebi a chopeira na quinta feira na sexta feira testei ela .a torneira está vazando e estufou a madeira embaixo .como faço? ,1,1
produto recebido de acordo,1,1
"Na realidade estou viajando mas este final de semana estarei em casa para ver o produto se veio correto.
Obrigado",1,1
Tudo nos conformes. ,1,1
produto chegou pela metade,0,0
"Muito bom o produto, mas se estiver procurando uma cortina blackout essa não é a cortina. Do restante é ótimo!",1,1
Luminárias de excelente qualidade e entrega super rápida ,1,1
Houve pequeno atraso no prazo de entrega das cadeiras.,1,0
"muito ruim, atendimento somente eletronico, vc é obrigado a esperar pele boa vontade da loja para entrar em contato.",0,0
Inclusive recebi bem antes do prazo de entrega ,1,1
"Comprei recebi no combinado nada a reclamar ,indico com certeza at jose",1,1
Comprometimento com a data de entrega.,1,0
A mercadoria Aida não chegou,0,0
"O atraso na entrega foi dos Correios, conforme rastreamento feito.",1,1
"Comprei pensando que ia vir conforme a foto, vel branco e a parte baixo bege, porém veio tudo bege.",0,1
ÓTIMO PRODUTO,1,1
"Empresa de confiança, mais q indicado.",1,1
"Muito boa, recomendo.",1,1
"Recebi apenas um dos itens do pedido, o segundo item ""Jogo de Lençol Buettner Queen Malha 200 Cipestre Marinho"" não foi entregue. Estou aguardando reposta da loja.",0,0
"Produto veio sem cabo USB e fonte,a caixa de dentro veio danificada e principalmente parece não ser original. Aguardando por uma solução.",0,0
Produto lindo,1,1
Produto muito bom. Preço realmente bom em relação a execelente qualidade do produto. ,1,1
"O unico detalhe e q co.prei 2 iguais e veio em duas caixas separadas e poderia ter vi do em 1 caixa e diminuir o valor do frete so esse detalahe me chamou atencao.
",1,1
Atende ao esperado,1,1
"A UNICA RECLAMAÇÃO COM baratheon É DE QUE CADA PRODUTO É COBRADO FRETE INDIVIDUAL, COMPREI 4 PRODUTO NA MESMA COMPRA, PAGUEI 4 FRETE, ISSO NÃO É BOM.",1,0
Muito boa ,1,1
Muito bom eu gostei ,0,1
"precisa melhorar tempo de entrega, produto levou quase três semanas pra chegar.
E já tinha pago, pelo produto.",0,0
"Produto corresponde ao descrito, é ótimo!",1,1
"gostei principal de ter sido entregue antes do prazo, e também a integridade do produto.",1,1
Já mandei várias mensagens para a empresa informando que o status da entrega está errado. Chegou apenas um pacote. O das prateleiras. A cortina não chegou.O correio disse que é um rastreio por item.,0,0
muito bom,1,1
Produto excelente,1,1
rapidez,1,1
"Nunca recebi o produto, entrei com o pedido de reembolso e fui ignorado!",0,0
Entrega de acordo com o produto anunciado e dentro do prazo.,1,1
Apesar da greve dos correios,1,1
Mause barato e bom ótimo recomendo,1,1
Excelente produto ,1,1
Além de muita organização desde a emissão da nota fiscal o produto foi entregue sem nenhuma avaria!,1,0
"Adorei o tapete e minha filha também amou, chegou bem antes do prazo, recomendo ;)",1,1
Bom produto,1,1
Uma excelente ferramenta.,1,1
O produto é de muita baixa qualidade,0,0
"Produto entregue, testado e aprovado!",1,1
Tudo OK,1,1
Fiquei muito satisfeito com a compra,1,1
Boa,1,1
"Gostei muito!
",1,1
parabens chegou em tempo abel,1,1
"Quero trocar a cadeira, pois veio de outro modelo que o escolhido.",0,0
"Foi entregue antes do prazo, continua com este ótimo atendimento
Abraços",1,1
"A entrega foi rápida antes do prazo estipulado.
Muito satisfeita. ",1,1
Nao recebi a encomenda. ,0,0
não recebi meu produto e não obtive nenhuma resposta ainda,0,0
"Acho que a empresa precisa ter certeza da entrega antes da venda,não sei se voltarei a usar esse site!",0,1
Recebi o produto com a cor errada. No anúncio dizia que a cortina era lilás com palha e veio lilás com branco.,0,0
Não cumpriu o prazo.. Não teve capacidade para entregar o meu produto...,0,0
O produto chegou no dia seguinte !!!!! Adorei !!!!,1,1
Produto com qualidade boa ,1,1
mto bom super recomendo,1,1
Não veio o produto certo. Quero devolver o mesmo e quero meu dinheiro de volta ,0,0
Muito bom produto,1,1
Sempre entrega antes do prazo.,1,1
Loja com responsabilidade ,1,1
"O produto de ótima qualidade , veio uma pelicula de brinde de otima qualidade tb.... porém a pelicula que veio é metade da largura do meu cel entao não poderei usar ",1,1
"Produto chegou 5 dias antes do prazo esperado, veio tudo certo.",1,1
Muito bom,1,1
Só não dei nota máxima pois a tampa de um dos potes veio com um pequeno amassado,1,1
Chegou antes do prazo,1,1
"Não recebi o produto, e no site consta como entregue.",0,0
"Adorei Obrigada super recomendo 
",1,1
Produto excelente!,1,1
O protetor é somente um plástico. Não gostei.,0,1
Gosto muito de comprar com o baratheon ,1,1
"não gostei, efetuei a compra, paguei pelo frete, e o produto esta nos correios bem longe de minha residencia, quero meu estorno.",0,0
Chegou bem rápido produto de qualidade em relação ao preço,1,1
"Comprei 5 cobertores de microfibra, no qual recebi apenas 3,ficaram faltando 2, gostaria de saber se vão fazer o estorno do valor, ou vão reenviar o produto. ",0,0
Fiquei satisfeito com a entrega das lannister.com,1,1
"Na descrição do produto, ele informa que é faixa adesiva para parede, porém quando chegou ele não é adesivo pedindo para procurar quem instale! ",0,1
"Produto de ótima qualidade, chegou rápido! ",1,1
Excelente,1,1
Faltaram 2 parafusos do encosto da cadeira,1,0
"Minha mesa veio com o tampo todo danificado parecendo usada. 
Estou tentando a troca na por enquanto está difícil. ",0,0
amei,1,1
"Produto entregue conforme anunciado.
Recomendo.",1,1
Bom produto recomendo,1,1
Adorei o site,1,1
Ótima compra,1,1
Comprei dois arranhadores e somente um foi entregue ,0,0
produto entregue totalmente diferente do comprado,0,0
OK,1,1
"Produto bem embalado e em perfeitas condições, entrega rápida. ",1,1
Muito bom,1,1
Ótimo,1,1
Cumpriu o acordado!,1,1
"Cancelei a compra e mesmo assim me entregaram produto e ainda entregaram outro modelo.
Fico no aguardo para devolução do produto sem custo.

Att.",0,0
"Entrega dentro do prazo. O produto já conhecia, recomendo!",1,1
"estou no aguardo do restante da compra, veio somente 1 item",0,0
produto entregue antes da data,1,1
Só chegou uma parte do pedido ate agora..,1,0
eu pedi a maquina de estampa 8x1 e veio só a prensa de camisas falto os restantes dos itens por favor quero trocar ou devolver o produto ,0,0
Gostei muito fiwuei sagisfeita,1,1
nao recebi o produto ainda,0,0
"Parabéns a loja lannister e o parceiro meu produto veio bem embalado e ele é mto lindo e grande do jeito que eu queria .
A cor marrom é conforme mostra na foto eu amei o meu pendente .",1,1
"Sim, já comprei e sempre compro, estou satisfeito com os produtos e seus prazos de entrega. ",1,1
muito boa a compra,1,1
"Rádio aparentemente bom, bem compacto, ainda não testei mas parece ser bom. Vem com carregador e acessórios.",1,1
"Solicitei o cancelamento da compra dentro do prazo de 07 dias (conforme rege o código de defesa do consumidor) e o cancelamento não foi efetuado, produto não entregue e o pagamento não foi estornado.",0,1
"Pena que é de plastico,achei que fosse de ferro.",1,1
"Produto entregue mal embalado, sem descrição de frágil, os copos chegaram todos quebrados, aos cacos, estou tentando resolução pelo site e telefone baratheon sem resposta.",0,0
Adorei!,1,1
Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ,1,1
Produto entregue conforme solicitado. Recomendo a todos.,1,1
"Eu efetuei a compra, no da 08/03, e ainda não recebi o produto.",0,0
"A entrega foi correta ,porém vocês entregaram em duplicidade é passaram duas vezes o meu cartão,quero ver como podemos resolver isso ,pq eu não preciso de 2
Fico no aguardo",1,0
"A entrega atrasou demais, eu já estava cancelando.",0,0
Indicava capa para LG K10 mas o meu ficou pequeno demais para capa.,0,1
"Não gostei do protetor de colchão, achei muito fraco.",1,1
"produto muito bom, recomendo ",1,1
Produto veio com defeito,0,0
"Mto bom, parabéns",1,1
Entrega muito rápida,1,1
"Chegou antes do prazo, tudo tranquilo !",1,1
"Meu pedido recebi em duas vezes. Onde no começo até achei estranho, pois como comprei dois potes de Fertilizantes, e recebi os mesmos separados, ou seja em dois dias.Mesmo assim deu tudo certo.",1,1
"O produto alcançou todas minhas expectativa, e sem contar que chegou muito antes do prazo de entrega super recomendo.",1,1
"Na descrição do produto quando fui efetuar a compra, estava detalhado os pentes de disfarce.
Quando recebe o produto verifiquei e notei que não havia os pentes 0.5 e 1.5",0,0
"Boa tarde! Recebi apenas uma unidade do produto comprado, por favor, verificar o que houve. Aguardo. ",0,0
Minha cadeira veio com a roda qurbrada,0,0
"Recebi o produto muito rapidamente. Enviado por Sedex recebi no primeiro dia útil posterior a compra. Recomendo muitíssimo,",1,0
"Recebi o produto dentro do prazo. Contudo estava quebrado em duas partes.

Preferi colar com superbonder ao invés de devolver e esperar o novo.",0,0
Produto não chegou.não posso avaliar,0,0
Voltaria a comprar nesta loja...,1,1
Tudo certo e entrega antes do prazo.,1,1
"Loja que respeita o consumidor. Produto entregue dentro do prazo, em perfeito estado.",1,1
"Loja excelente pra se comprar. Eu ainda não recebi meu produto mais estou sendo muito bem informado sobre o andamento da entrega, espero o êxito da compra o mais breve possível.",1,0
"Entrega rápida e a qualidade do produto é um pouco abaixo do esperado, porém pelo valor, está satisfatório.",1,1
Vale a pena,1,1
Recomendo ,1,1
Entregue antes do prazo previsto!,1,1
Não recebi o produto,0,0
Adorei a qualidade do produto e o detalhe na lateral. Muito linda!!!,1,1
Compre ja tem dias e ate agora nao entregaram e nem me responde os meus contatos,0,0
o produto nao e o que esperava fragil e super caro.,0,0
"comprei um produto Kit 3 Magnésio Dimalato 1g 60 Comprimidos e recebi o produto contendo 260mg, isto é 1/4 do que comprei",0,0
"Gostei do produto, chegou muito rápido!",1,1
"O maior problema foi ter de buscar o produto nos correios, que não era o da minha cidade. Absurdo ter de pagar um frete que não é barato e não receber o produto em casa.",0,0
Sempre fico satisfeita com o atendimentatendimento e/ou produtos.,1,1
Muito bom! Veio muito bem embalado e chegou antes do prazo!,1,1
"É muito frágil, poderia ter uma qualidade melhor , não valeu a pena pôs o valor com o Freti eu compraria coisa de melhor qualidade , pagamos o frete para não entregar em nossa casa .",1,1
100%,1,1
Demorou 2 meses p depois cancelar,0,0
"ótimo produto,entrega no prazo.",1,1
Veio faltando uma peça,0,0
"Achei muito fino o tecido a costura e muito simples, sei lá parece feito em casa, a almofada que veio estava com uma linha grande no acabamento, tive que cortar. Não gostei.",0,0
"E não comprarei mais, cobra-se um valor do cartão de crédito e a NFiscal vem com outro valor, como preciso fechar a contabilidade na empresa não consigo fechar valores, não compro mais da B2W nenhuma",0,0
"Ótimo produto, bons preços e entrega rápida. ",1,1
"Entrega antes do prazo, produto conforme.

Página não permite escrever o título da avaliação!",1,1
Gostei muito das bolsas veio engual as da foto amei muito obrigada pela qualidade Material muito bom ,1,1
Igualzinho o que eu pedi. Lindo,1,1
satisfeita com a compra e responsabilidade da empresa,1,1
Recebi as mercadorias no prazo indicado pela loja ,1,1
recomendo,1,1
Ok,1,1
"Falta de respeito com o consumidor, nem me procuraram pra dar uma satisfação ",0,0
bom tmb,1,1
Chegou muuuuito antes do prazo. ,1,1
Não enviaram Nota Fiscal e atrasaram um pouco a entrega,0,0
"O prazo para entrega do produto era dia 21//3, hoje é 26/03 e ainda não chegou. Já enviei mensagem para a empresa para saber o que está ocorrendo, mas eles não me responderam. Não recomendo",0,0
"Ao encher a boia percebia que estava esvaziando rapidamente, coloquei na água para procurar melhor e descobri que tem dois pontos de cola com defeito. Preciso que a boia seja trocada.",0,0
Produto muito bom. Cumpre o que promete.,1,1
Valeu apena comprar.,1,1
"produto de qualidade , entrega rápida ....",1,1
"Bom dia Recebi a película quebrada. 

Assim que eu recebi a película ja abri um chamado aqui no site mais ninguém me retornou. ",0,0
"Ótimo produto, bem embalado e entrega rápida.
Recomendo",1,1
Rapido,1,1
"o produto chegou no prazo em perfeito estado 
",1,1
Superou minhas expectativas.,1,1
Comprei o produto na voltagem 220 e veio na voltagem 110. Como faço para resolver isso?,0,0
Chegou antes do prazo. Recomendo é confiável.,1,1
Produto de boa qualidade.,1,1
Chegou muito rápido e tudo direitinho,1,1
"Entrega dentro do prazo, e produto em excelente condição",1,1
"Recebi produto bm antes do prazo, só que não veio da cor que pedi .",1,0
Venho aqui externar minha insatisfação com as lojas lannister esperei meu pedido ser entregue e simplesmente tive vários contratempos com minha entrega mas não recomendo a loja nem o site .,0,1
"quero devolver o produto comprei um veio outro;;;
quero meu dinheiro de volta. ",0,0
ÓTIMA,1,1
"Tudo correto, indico a loja, produto excelente.",1,1
"A entrega está demorada (20 dias), comprei 2 produtos e mandaram separado, só recebi 1 deles até agora. Não consigo saber quando irei e se irei receber meu Whey pq os Correios já deram baixa no código",0,0
